日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-22,"ネオアイムジャグラーEX","572","2,030","-484","4","9","0","1/156.2","1/507.5","1/225.6","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","573","3,845","-526","13","9","0","1/174.8","1/295.8","1/427.2","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","574","652","-175","2","1","0","1/217.3","1/326.0","1/652.0","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","575","2,171","-147","8","2","0","1/217.1","1/271.4","1/1085.5","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","576","766","-597","1","1","0","1/383.0","1/766.0","1/766.0","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","577","2,233","+246","9","7","0","1/139.6","1/248.1","1/319.0","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","582","5,484","+1,316","27","14","0","1/133.8","1/203.1","1/391.7","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","583","2,346","+723","11","9","0","1/117.3","1/213.3","1/260.7","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","584","1,212","-14","6","0","0","1/202.0","1/202.0","1/0.0","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","585","2,730","+1,284","17","6","0","1/118.7","1/160.6","1/455.0","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","586","412","-190","1","0","0","1/412.0","1/412.0","1/0.0","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","587","1,125","-639","1","4","0","1/225.0","1/1125.0","1/281.2","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","588","2,068","-91","8","4","0","1/172.3","1/258.5","1/517.0","1/0.0"
2026-06-22,"ネオアイムジャグラーEX","589","2,291","-877","6","3","0","1/254.6","1/381.8","1/763.7","1/0.0"
2026-06-22,"北斗の拳 転生の章2","437","2,138","-653","19","5","0","1/89.1","1/112.5","1/427.6","1/0.0"
2026-06-22,"北斗の拳 転生の章2","438","4,156","+2,261","58","9","0","1/62.0","1/71.7","1/461.8","1/0.0"
2026-06-22,"北斗の拳 転生の章2","439","4,103","-2,873","26","10","0","1/114.0","1/157.8","1/410.3","1/0.0"
2026-06-22,"北斗の拳 転生の章2","440","988","+302","13","4","0","1/58.1","1/76.0","1/247.0","1/0.0"
2026-06-22,"北斗の拳 転生の章2","441","2,423","-2,115","12","4","0","1/151.4","1/201.9","1/605.8","1/0.0"
2026-06-22,"北斗の拳 転生の章2","442","4,374","-484","46","14","0","1/72.9","1/95.1","1/312.4","1/0.0"
2026-06-22,"北斗の拳 転生の章2","443","2,709","+4,852","61","8","0","1/39.3","1/44.4","1/338.6","1/0.0"
2026-06-22,"北斗の拳 転生の章2","444","3,554","+133","41","9","0","1/71.1","1/86.7","1/394.9","1/0.0"
2026-06-22,"北斗の拳 転生の章2","445","4,016","-2,052","32","10","0","1/95.6","1/125.5","1/401.6","1/0.0"
2026-06-22,"北斗の拳 転生の章2","446","3,207","+3,400","60","13","0","1/43.9","1/53.5","1/246.7","1/0.0"
2026-06-22,"北斗の拳 転生の章2","447","1,535","-1,130","11","3","0","1/109.6","1/139.5","1/511.7","1/0.0"
2026-06-22,"北斗の拳 転生の章2","448","4,536","+807","60","16","0","1/59.7","1/75.6","1/283.5","1/0.0"
2026-06-22,"北斗の拳 転生の章2","449","4,060","-779","51","9","0","1/67.7","1/79.6","1/451.1","1/0.0"
2026-06-22,"マイジャグラーV","393","3,749","-161","14","9","0","1/163.0","1/267.8","1/416.6","1/0.0"
2026-06-22,"マイジャグラーV","394","4,393","-400","17","9","0","1/169.0","1/258.4","1/488.1","1/0.0"
2026-06-22,"マイジャグラーV","395","3,095","-1,383","6","8","0","1/221.1","1/515.8","1/386.9","1/0.0"
2026-06-22,"マイジャグラーV","396","2,396","-554","8","5","0","1/184.3","1/299.5","1/479.2","1/0.0"
2026-06-22,"マイジャグラーV","397","4,277","+288","19","7","0","1/164.5","1/225.1","1/611.0","1/0.0"
2026-06-22,"マイジャグラーV","398","2,161","-470","8","1","0","1/240.1","1/270.1","1/2161.0","1/0.0"
2026-06-22,"マイジャグラーV","399","1,846","-1,312","3","1","0","1/461.5","1/615.3","1/1846.0","1/0.0"
2026-06-22,"マイジャグラーV","400","5,921","+989","26","19","0","1/131.6","1/227.7","1/311.6","1/0.0"
2026-06-22,"マイジャグラーV","401","1,308","-344","3","5","0","1/163.5","1/436.0","1/261.6","1/0.0"
2026-06-22,"マイジャグラーV","402","6,998","+147","26","21","0","1/148.9","1/269.2","1/333.2","1/0.0"
2026-06-22,"マイジャグラーV","403","2,057","-316","6","4","0","1/205.7","1/342.8","1/514.2","1/0.0"
