日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-24,"ネオアイムジャグラーEX","572","3,031","-1,088","8","8","0","1/189.4","1/378.9","1/378.9","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","573","596","-386","1","0","0","1/596.0","1/596.0","1/0.0","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","574","960","-456","2","2","0","1/240.0","1/480.0","1/480.0","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","575","3,466","-56","11","12","0","1/150.7","1/315.1","1/288.8","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","576","842","-470","2","0","0","1/421.0","1/421.0","1/0.0","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","577","6,267","-302","22","19","0","1/152.9","1/284.9","1/329.8","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","582","1,359","-330","4","3","0","1/194.1","1/339.8","1/453.0","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","583","2,050","-681","4","7","0","1/186.4","1/512.5","1/292.9","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","584","5,285","+807","22","19","0","1/128.9","1/240.2","1/278.2","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","585","559","-274","1","1","0","1/279.5","1/559.0","1/559.0","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","586","1,712","-1,340","3","1","0","1/428.0","1/570.7","1/1712.0","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","587","840","-512","1","1","0","1/420.0","1/840.0","1/840.0","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","588","3,415","-1,340","7","12","0","1/179.7","1/487.9","1/284.6","1/0.0"
2026-06-24,"ネオアイムジャグラーEX","589","3,558","-105","12","12","0","1/148.2","1/296.5","1/296.5","1/0.0"
2026-06-24,"北斗の拳 転生の章2","437","2,558","+6,361","65","8","0","1/35.0","1/39.4","1/319.8","1/0.0"
2026-06-24,"北斗の拳 転生の章2","438","2,790","-1,747","19","8","0","1/103.3","1/146.8","1/348.8","1/0.0"
2026-06-24,"北斗の拳 転生の章2","439","3,491","-1,677","27","13","0","1/87.3","1/129.3","1/268.5","1/0.0"
2026-06-24,"北斗の拳 転生の章2","440","663","+175","16","1","0","1/39.0","1/41.4","1/663.0","1/0.0"
2026-06-24,"北斗の拳 転生の章2","441","4,865","+10,406","105","24","0","1/37.7","1/46.3","1/202.7","1/0.0"
2026-06-24,"北斗の拳 転生の章2","442","3,960","-1,691","32","13","0","1/88.0","1/123.8","1/304.6","1/0.0"
2026-06-24,"北斗の拳 転生の章2","443","4,343","+3,106","76","13","0","1/48.8","1/57.1","1/334.1","1/0.0"
2026-06-24,"北斗の拳 転生の章2","444","1,224","-1,368","4","2","0","1/204.0","1/306.0","1/612.0","1/0.0"
2026-06-24,"北斗の拳 転生の章2","445","2,792","-2,221","14","6","0","1/139.6","1/199.4","1/465.3","1/0.0"
2026-06-24,"北斗の拳 転生の章2","446","2,876","-1,130","28","7","0","1/82.2","1/102.7","1/410.9","1/0.0"
2026-06-24,"北斗の拳 転生の章2","447","4,471","-242","51","13","0","1/69.9","1/87.7","1/343.9","1/0.0"
2026-06-24,"北斗の拳 転生の章2","448","3,828","-1,189","31","7","0","1/100.7","1/123.5","1/546.9","1/0.0"
2026-06-24,"北斗の拳 転生の章2","449","5,699","-2,852","45","16","0","1/93.4","1/126.6","1/356.2","1/0.0"
2026-06-24,"マイジャグラーV","393","3,739","+386","15","11","0","1/143.8","1/249.3","1/339.9","1/0.0"
2026-06-24,"マイジャグラーV","394","4,450","-372","15","13","0","1/158.9","1/296.7","1/342.3","1/0.0"
2026-06-24,"マイジャグラーV","395","2,302","-1,074","5","5","0","1/230.2","1/460.4","1/460.4","1/0.0"
2026-06-24,"マイジャグラーV","396","2,680","-877","8","5","0","1/206.2","1/335.0","1/536.0","1/0.0"
2026-06-24,"マイジャグラーV","397","1,093","-288","4","2","0","1/182.2","1/273.2","1/546.5","1/0.0"
2026-06-24,"マイジャグラーV","398","5,422","+1,130","25","18","0","1/126.1","1/216.9","1/301.2","1/0.0"
2026-06-24,"マイジャグラーV","399","3,333","-1,790","7","6","0","1/256.4","1/476.1","1/555.5","1/0.0"
