日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-10,"ネオアイムジャグラーEX","572","4,840","0","16","17","0","1/146.7","1/302.5","1/284.7","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","573","3,514","-667","12","4","0","1/219.6","1/292.8","1/878.5","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","574","2,185","-288","8","3","0","1/198.6","1/273.1","1/728.3","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","575","3,032","-316","8","13","0","1/144.4","1/379.0","1/233.2","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","576","5,105","+877","25","12","0","1/138.0","1/204.2","1/425.4","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","577","2,047","-905","3","6","0","1/227.4","1/682.3","1/341.2","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","582","1,008","-400","3","0","0","1/336.0","1/336.0","1/0.0","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","583","2,450","-428","7","4","0","1/222.7","1/350.0","1/612.5","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","584","1,192","-1,102","1","3","0","1/298.0","1/1192.0","1/397.3","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","585","5,721","-1,747","16","15","0","1/184.5","1/357.6","1/381.4","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","586","1,252","-751","2","3","0","1/250.4","1/626.0","1/417.3","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","587","4,335","+1,368","21","13","0","1/127.5","1/206.4","1/333.5","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","588","1,574","-484","5","2","0","1/224.9","1/314.8","1/787.0","1/0.0"
2026-06-10,"ネオアイムジャグラーEX","589","3,697","+639","15","10","0","1/147.9","1/246.5","1/369.7","1/0.0"
2026-06-10,"スマスロ北斗の拳","437","2,314","+3,716","49","7","0","1/41.3","1/47.2","1/330.6","1/0.0"
2026-06-10,"スマスロ北斗の拳","438","1,753","-161","18","4","0","1/79.7","1/97.4","1/438.2","1/0.0"
2026-06-10,"スマスロ北斗の拳","439","1,970","+161","23","7","0","1/65.7","1/85.7","1/281.4","1/0.0"
2026-06-10,"スマスロ北斗の拳","440","1,345","-1,158","5","2","0","1/192.1","1/269.0","1/672.5","1/0.0"
2026-06-10,"スマスロ北斗の拳","441","560","-400","3","1","0","1/140.0","1/186.7","1/560.0","1/0.0"
2026-06-10,"スマスロ北斗の拳","442","2,800","+1,116","37","9","0","1/60.9","1/75.7","1/311.1","1/0.0"
2026-06-10,"スマスロ北斗の拳","443","797","+456","12","3","0","1/53.1","1/66.4","1/265.7","1/0.0"
2026-06-10,"スマスロ北斗の拳","444","1,669","-246","16","4","0","1/83.5","1/104.3","1/417.2","1/0.0"
2026-06-10,"スマスロ北斗の拳","445","1,923","+737","31","3","0","1/56.6","1/62.0","1/641.0","1/0.0"
2026-06-10,"スマスロ北斗の拳","446","4,150","-2,452","26","8","0","1/122.1","1/159.6","1/518.8","1/0.0"
2026-06-10,"スマスロ北斗の拳","447","3,141","-2,326","14","4","0","1/174.5","1/224.4","1/785.2","1/0.0"
2026-06-10,"スマスロ北斗の拳","448","1,798","+512","27","2","0","1/62.0","1/66.6","1/899.0","1/0.0"
2026-06-10,"スマスロ北斗の拳","449","2,340","-1,589","12","6","0","1/130.0","1/195.0","1/390.0","1/0.0"
2026-06-10,"マイジャグラーV","393","6,937","+947","31","19","0","1/138.7","1/223.8","1/365.1","1/0.0"
2026-06-10,"マイジャグラーV","394","2,623","-105","9","7","0","1/163.9","1/291.4","1/374.7","1/0.0"
2026-06-10,"マイジャグラーV","395","1,731","+639","9","4","0","1/133.2","1/192.3","1/432.8","1/0.0"
2026-06-10,"マイジャグラーV","396","2,509","+807","10","14","0","1/104.5","1/250.9","1/179.2","1/0.0"
2026-06-10,"マイジャグラーV","397","7,012","+1,270","26","34","0","1/116.9","1/269.7","1/206.2","1/0.0"
2026-06-10,"マイジャグラーV","398","1,308","-568","3","3","0","1/218.0","1/436.0","1/436.0","1/0.0"
2026-06-10,"マイジャグラーV","399","2,401","-316","9","6","0","1/160.1","1/266.8","1/400.2","1/0.0"
2026-06-10,"マイジャグラーV","400","5,174","-190","17","18","0","1/147.8","1/304.4","1/287.4","1/0.0"
2026-06-10,"マイジャグラーV","401","3,681","+779","17","11","0","1/131.5","1/216.5","1/334.6","1/0.0"
2026-06-10,"マイジャグラーV","402","3,790","-1,779","7","9","0","1/236.9","1/541.4","1/421.1","1/0.0"
2026-06-10,"マイジャグラーV","403","2,741","-484","6","12","0","1/152.3","1/456.8","1/228.4","1/0.0"
2026-06-10,"マイジャグラーV","404","6,717","+723","26","25","0","1/131.7","1/258.3","1/268.7","1/0.0"
2026-06-10,"甲鉄城のカバネリ 海門(うなと)決戦","405","4,896","+5,489","74","26","0","1/49.0","1/66.2","1/188.3","1/0.0"
2026-06-10,"甲鉄城のカバネリ 海門(うなと)決戦","406","5,260","+2,474","79","30","0","1/48.3","1/66.6","1/175.3","1/0.0"
2026-06-10,"甲鉄城のカバネリ 海門(うなと)決戦","407","5,721","+2,239","64","25","0","1/64.3","1/89.4","1/228.8","1/0.0"
2026-06-10,"甲鉄城のカバネリ 海門(うなと)決戦","408","6,042","-705","64","27","0","1/66.4","1/94.4","1/223.8","1/0.0"
2026-06-10,"甲鉄城のカバネリ 海門(うなと)決戦","409","5,374","+4,193","74","26","0","1/53.7","1/72.6","1/206.7","1/0.0"
2026-06-10,"甲鉄城のカバネリ 海門(うなと)決戦","410","2,814","+14,790","89","15","0","1/27.1","1/31.6","1/187.6","1/0.0"
2026-06-10,"甲鉄城のカバネリ 海門(うなと)決戦","411","4,519","+7,124","73","20","0","1/48.6","1/61.9","1/225.9","1/0.0"
