日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-12,"ネオアイムジャグラーEX","572","1,788","-667","5","2","0","1/255.4","1/357.6","1/894.0","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","573","3,653","+1,439","20","7","0","1/135.3","1/182.7","1/521.9","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","574","2,401","-105","8","5","0","1/184.7","1/300.1","1/480.2","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","575","613","-498","1","0","0","1/613.0","1/613.0","1/0.0","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","576","4,268","-302","15","12","0","1/158.1","1/284.5","1/355.7","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","577","1,367","-835","3","3","0","1/227.8","1/455.7","1/455.7","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","582","2,235","-42","10","4","0","1/159.6","1/223.5","1/558.8","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","583","3,910","-42","14","10","0","1/162.9","1/279.3","1/391.0","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","584","2,382","-316","6","9","0","1/158.8","1/397.0","1/264.7","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","585","6,997","+1,158","32","17","0","1/142.8","1/218.7","1/411.6","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","586","3,843","+625","16","10","0","1/147.8","1/240.2","1/384.3","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","587","1,841","-98","8","3","0","1/167.4","1/230.1","1/613.7","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","588","1,265","-653","3","0","0","1/421.7","1/421.7","1/0.0","1/0.0"
2026-06-12,"ネオアイムジャグラーEX","589","3,040","+63","13","6","0","1/160.0","1/233.8","1/506.7","1/0.0"
2026-06-12,"スマスロ北斗の拳","437","1,603","+3,927","50","2","0","1/30.8","1/32.1","1/801.5","1/0.0"
2026-06-12,"スマスロ北斗の拳","438","1,518","-919","8","2","0","1/151.8","1/189.8","1/759.0","1/0.0"
2026-06-12,"スマスロ北斗の拳","439","235","-119","1","1","0","1/117.5","1/235.0","1/235.0","1/0.0"
2026-06-12,"スマスロ北斗の拳","440","1,010","-709","6","2","0","1/126.2","1/168.3","1/505.0","1/0.0"
2026-06-12,"スマスロ北斗の拳","441","362","+484","6","3","0","1/40.2","1/60.3","1/120.7","1/0.0"
2026-06-12,"スマスロ北斗の拳","442","384","-28","3","1","0","1/96.0","1/128.0","1/384.0","1/0.0"
