日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-18,"ネオアイムジャグラーEX","572","4,844","-554","17","11","0","1/173.0","1/284.9","1/440.4","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","573","744","-695","1","0","0","1/744.0","1/744.0","1/0.0","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","574","4,878","+414","23","6","0","1/168.2","1/212.1","1/813.0","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","575","1,472","-330","5","2","0","1/210.3","1/294.4","1/736.0","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","576","2,238","-961","5","5","0","1/223.8","1/447.6","1/447.6","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","577","1,499","-1,228","1","4","0","1/299.8","1/1499.0","1/374.8","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","582","3,495","-765","12","6","0","1/194.2","1/291.2","1/582.5","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","583","597","-470","1","0","0","1/597.0","1/597.0","1/0.0","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","584","2,118","-1,354","3","3","0","1/353.0","1/706.0","1/706.0","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","585","1,248","-681","3","1","0","1/312.0","1/416.0","1/1248.0","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","586","3,916","-484","11","14","0","1/156.6","1/356.0","1/279.7","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","587","2,205","-372","8","4","0","1/183.8","1/275.6","1/551.2","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","588","1,734","-807","3","5","0","1/216.8","1/578.0","1/346.8","1/0.0"
2026-06-18,"ネオアイムジャグラーEX","589","4,877","-428","17","8","0","1/195.1","1/286.9","1/609.6","1/0.0"
2026-06-18,"スマスロ北斗の拳","437","2,636","-1,379","17","3","0","1/131.8","1/155.1","1/878.7","1/0.0"
2026-06-18,"スマスロ北斗の拳","438","356","-260","1","1","0","1/178.0","1/356.0","1/356.0","1/0.0"
2026-06-18,"スマスロ北斗の拳","439","308","-105","3","1","0","1/77.0","1/102.7","1/308.0","1/0.0"
2026-06-18,"スマスロ北斗の拳","440","659","+512","10","2","0","1/54.9","1/65.9","1/329.5","1/0.0"
2026-06-18,"スマスロ北斗の拳","441","1,344","-554","8","3","0","1/122.2","1/168.0","1/448.0","1/0.0"
2026-06-18,"スマスロ北斗の拳","442","989","-512","7","2","0","1/109.9","1/141.3","1/494.5","1/0.0"
2026-06-18,"スマスロ北斗の拳","443","575","-218","5","1","0","1/95.8","1/115.0","1/575.0","1/0.0"
2026-06-18,"スマスロ北斗の拳","444","1,831","-961","13","5","0","1/101.7","1/140.8","1/366.2","1/0.0"
2026-06-18,"スマスロ北斗の拳","445","1,240","-877","6","1","0","1/177.1","1/206.7","1/1240.0","1/0.0"
2026-06-18,"スマスロ北斗の拳","446","955","+1,354","23","1","0","1/39.8","1/41.5","1/955.0","1/0.0"
2026-06-18,"スマスロ北斗の拳","447","1,108","-246","10","4","0","1/79.1","1/110.8","1/277.0","1/0.0"
2026-06-18,"スマスロ北斗の拳","448","580","+344","9","3","0","1/48.3","1/64.4","1/193.3","1/0.0"
2026-06-18,"スマスロ北斗の拳","449","2,262","-625","17","7","0","1/94.2","1/133.1","1/323.1","1/0.0"
2026-06-18,"マイジャグラーV","393","2,755","-1,116","9","1","0","1/275.5","1/306.1","1/2755.0","1/0.0"
2026-06-18,"マイジャグラーV","394","4,562","-98","19","10","0","1/157.3","1/240.1","1/456.2","1/0.0"
2026-06-18,"マイジャグラーV","395","2,157","-1,200","4","3","0","1/308.1","1/539.2","1/719.0","1/0.0"
2026-06-18,"マイジャグラーV","396","2,441","-84","10","5","0","1/162.7","1/244.1","1/488.2","1/0.0"
2026-06-18,"マイジャグラーV","397","2,524","-1,046","6","5","0","1/229.5","1/420.7","1/504.8","1/0.0"
2026-06-18,"マイジャグラーV","398","2,405","+232","11","4","0","1/160.3","1/218.6","1/601.2","1/0.0"
2026-06-18,"マイジャグラーV","399","4,761","+203","18","17","0","1/136.0","1/264.5","1/280.1","1/0.0"
2026-06-18,"マイジャグラーV","400","2,610","-793","7","8","0","1/174.0","1/372.9","1/326.2","1/0.0"
2026-06-18,"マイジャグラーV","401","2,296","+1,270","14","6","0","1/114.8","1/164.0","1/382.7","1/0.0"
2026-06-18,"マイジャグラーV","402","3,283","+723","18","6","0","1/136.8","1/182.4","1/547.2","1/0.0"
2026-06-18,"マイジャグラーV","403","4,369","-484","13","15","0","1/156.0","1/336.1","1/291.3","1/0.0"
2026-06-18,"マイジャグラーV","404","5,719","+961","26","15","0","1/139.5","1/220.0","1/381.3","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","405","3,953","-1,631","32","14","0","1/85.9","1/123.5","1/282.4","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","406","3,669","+1,021","51","20","0","1/51.7","1/71.9","1/183.4","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","407","2,190","-891","17","10","0","1/81.1","1/128.8","1/219.0","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","408","2,953","-2,810","16","8","0","1/123.0","1/184.6","1/369.1","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","409","1,917","-1,779","10","5","0","1/127.8","1/191.7","1/383.4","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","410","4,987","+4,216","83","23","0","1/47.0","1/60.1","1/216.8","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","411","3,881","+2,014","59","12","0","1/54.7","1/65.8","1/323.4","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","412","2,535","-1,032","21","9","0","1/84.5","1/120.7","1/281.7","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","413","2,778","+2,898","38","10","0","1/57.9","1/73.1","1/277.8","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","414","3,297","+905","38","15","0","1/62.2","1/86.8","1/219.8","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","415","5,057","-1,537","40","22","0","1/81.6","1/126.4","1/229.9","1/0.0"
2026-06-18,"甲鉄城のカバネリ 海門(うなと)決戦","416","3,438","+4,579","66","16","0","1/41.9","1/52.1","1/214.9","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","550","976","-765","2","1","0","1/325.3","1/488.0","1/976.0","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","551","2,201","-2,473","2","2","0","1/550.2","1/1100.5","1/1100.5","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","552","352","-28","1","1","0","1/176.0","1/352.0","1/352.0","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","553","4,423","-2,600","16","5","0","1/210.6","1/276.4","1/884.6","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","554","534","-400","1","0","0","1/534.0","1/534.0","1/0.0","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","555","3,106","-1,565","13","1","0","1/221.9","1/238.9","1/3106.0","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","556","3,598","-554","28","5","0","1/109.0","1/128.5","1/719.6","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","557","549","-274","1","0","0","1/549.0","1/549.0","1/0.0","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","558","331","+91","2","0","0","1/165.5","1/165.5","1/0.0","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","559","1,386","-526","8","0","0","1/173.2","1/173.2","1/0.0","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","560","4,019","+4,534","64","2","0","1/60.9","1/62.8","1/2009.5","1/0.0"
2026-06-18,"革命機ヴァルヴレイヴ2","561","4,634","-3,352","25","3","0","1/165.5","1/185.4","1/1544.7","1/0.0"
2026-06-18,"北斗の拳 転生の章2","427","2,810","-1,210","23","6","0","1/96.9","1/122.2","1/468.3","1/0.0"
2026-06-18,"北斗の拳 転生の章2","428","1,932","-1,130","14","8","0","1/87.8","1/138.0","1/241.5","1/0.0"
2026-06-18,"北斗の拳 転生の章2","429","5,025","+1,169","67","17","0","1/59.8","1/75.0","1/295.6","1/0.0"
2026-06-18,"北斗の拳 転生の章2","430","941","-400","8","3","0","1/85.5","1/117.6","1/313.7","1/0.0"
2026-06-18,"北斗の拳 転生の章2","431","2,034","+1,102","34","8","0","1/48.4","1/59.8","1/254.2","1/0.0"
2026-06-18,"北斗の拳 転生の章2","432","6,469","-2,284","57","22","0","1/81.9","1/113.5","1/294.0","1/0.0"
2026-06-18,"北斗の拳 転生の章2","433","2,599","+919","41","9","0","1/52.0","1/63.4","1/288.8","1/0.0"
2026-06-18,"北斗の拳 転生の章2","434","1,209","+849","19","4","0","1/52.6","1/63.6","1/302.2","1/0.0"
2026-06-18,"北斗の拳 転生の章2","435","2,586","+975","38","7","0","1/57.5","1/68.1","1/369.4","1/0.0"
2026-06-18,"北斗の拳 転生の章2","436","1,964","-2,200","7","5","0","1/163.7","1/280.6","1/392.8","1/0.0"
2026-06-18,"モンキーターンV","467","2,315","-835","0","5","12","1/136.2","1/0.0","1/463.0","1/192.9"
2026-06-18,"モンキーターンV","468","1,646","-1,088","0","3","4","1/235.1","1/0.0","1/548.7","1/411.5"
2026-06-18,"モンキーターンV","469","597","+175","0","1","6","1/85.3","1/0.0","1/597.0","1/99.5"
2026-06-18,"モンキーターンV","470","5,645","+4,148","0","12","46","1/97.3","1/0.0","1/470.4","1/122.7"
2026-06-18,"モンキーターンV","471","2,924","-919","0","5","12","1/172.0","1/0.0","1/584.8","1/243.7"
2026-06-18,"モンキーターンV","472","3,977","+3,043","0","8","39","1/84.6","1/0.0","1/497.1","1/102.0"
2026-06-18,"モンキーターンV","473","1,364","-681","0","3","5","1/170.5","1/0.0","1/454.7","1/272.8"
2026-06-18,"モンキーターンV","474","320","-302","0","1","1","1/160.0","1/0.0","1/320.0","1/320.0"
2026-06-18,"モンキーターンV","475","4,329","-961","0","8","29","1/117.0","1/0.0","1/541.1","1/149.3"
2026-06-18,"東京喰種","454","4,081","-358","0","11","24","1/116.6","1/0.0","1/371.0","1/170.0"
2026-06-18,"東京喰種","455","3,792","+1,803","0","8","26","1/111.5","1/0.0","1/474.0","1/145.8"
2026-06-18,"東京喰種","456","5,898","-148","0","15","35","1/118.0","1/0.0","1/393.2","1/168.5"
2026-06-18,"東京喰種","457","3,049","+2,832","0","5","16","1/145.2","1/0.0","1/609.8","1/190.6"
2026-06-18,"東京喰種","458","6,246","+1,085","0","17","33","1/124.9","1/0.0","1/367.4","1/189.3"
2026-06-18,"東京喰種","459","4,335","-2,979","0","14","14","1/154.8","1/0.0","1/309.6","1/309.6"
2026-06-18,"東京喰種","460","3,032","-667","0","8","7","1/202.1","1/0.0","1/379.0","1/433.1"
2026-06-18,"東京喰種","461","5,248","-2,957","0","19","22","1/128.0","1/0.0","1/276.2","1/238.5"
2026-06-18,"東京喰種","462","8,681","+4,361","0","25","46","1/122.3","1/0.0","1/347.2","1/188.7"
2026-06-18,"ミリオンゴッド‐神々の軌跡‐","562","4,560","+2,784","0","29","0","1/157.2","1/0.0","1/157.2","1/0.0"
2026-06-18,"ミリオンゴッド‐神々の軌跡‐","563","5,257","-5,216","0","9","0","1/584.1","1/0.0","1/584.1","1/0.0"
2026-06-18,"ミリオンゴッド‐神々の軌跡‐","564","4,451","-4,352","0","8","0","1/556.4","1/0.0","1/556.4","1/0.0"
2026-06-18,"ミリオンゴッド‐神々の軌跡‐","565","5,097","+1,693","0","29","0","1/175.8","1/0.0","1/175.8","1/0.0"
2026-06-18,"ミリオンゴッド‐神々の軌跡‐","566","5,226","+2,916","3","32","0","1/149.3","1/1742.0","1/163.3","1/0.0"
2026-06-18,"ミリオンゴッド‐神々の軌跡‐","567","4,524","+3,239","5","33","0","1/119.1","1/904.8","1/137.1","1/0.0"
2026-06-18,"ミリオンゴッド‐神々の軌跡‐","568","4,699","+1,625","2","26","0","1/167.8","1/2349.5","1/180.7","1/0.0"
2026-06-18,"ビッグドリーム THE GOLDEN PUSHER","421","1,992","-554","24","6","0","1/66.4","1/83.0","1/332.0","1/0.0"
