日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-13,"ネオアイムジャグラーEX","572","1,810","-70","8","2","0","1/181.0","1/226.2","1/905.0","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","573","838","-105","3","2","0","1/167.6","1/279.3","1/419.0","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","574","6,684","+2,453","31","25","0","1/119.4","1/215.6","1/267.4","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","575","1,479","-583","5","1","0","1/246.5","1/295.8","1/1479.0","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","576","2,652","+175","10","10","0","1/132.6","1/265.2","1/265.2","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","577","1,874","-821","5","3","0","1/234.2","1/374.8","1/624.7","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","582","1,145","-681","3","2","0","1/229.0","1/381.7","1/572.5","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","583","2,356","-42","7","7","0","1/168.3","1/336.6","1/336.6","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","584","2,200","-28","8","5","0","1/169.2","1/275.0","1/440.0","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","585","2,594","-568","7","6","0","1/199.5","1/370.6","1/432.3","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","586","4,055","+288","17","8","0","1/162.2","1/238.5","1/506.9","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","587","3,480","+695","16","11","0","1/128.9","1/217.5","1/316.4","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","588","4,391","+1,382","19","15","0","1/129.1","1/231.1","1/292.7","1/0.0"
2026-06-13,"ネオアイムジャグラーEX","589","713","-330","2","0","0","1/356.5","1/356.5","1/0.0","1/0.0"
2026-06-13,"スマスロ北斗の拳","437","2,265","-1,284","13","5","0","1/125.8","1/174.2","1/453.0","1/0.0"
2026-06-13,"スマスロ北斗の拳","438","1,073","+695","19","1","0","1/53.6","1/56.5","1/1073.0","1/0.0"
2026-06-13,"スマスロ北斗の拳","439","924","-344","7","3","0","1/92.4","1/132.0","1/308.0","1/0.0"
2026-06-13,"スマスロ北斗の拳","440","1,203","-344","10","3","0","1/92.5","1/120.3","1/401.0","1/0.0"
2026-06-13,"スマスロ北斗の拳","441","1,439","-681","11","4","0","1/95.9","1/130.8","1/359.8","1/0.0"
2026-06-13,"スマスロ北斗の拳","442","1,216","-1,060","5","1","0","1/202.7","1/243.2","1/1216.0","1/0.0"
2026-06-13,"スマスロ北斗の拳","443","1,228","-821","7","3","0","1/122.8","1/175.4","1/409.3","1/0.0"
2026-06-13,"スマスロ北斗の拳","444","753","-737","3","2","0","1/150.6","1/251.0","1/376.5","1/0.0"
2026-06-13,"スマスロ北斗の拳","445","847","-204","8","4","0","1/70.6","1/105.9","1/211.8","1/0.0"
2026-06-13,"スマスロ北斗の拳","446","233","-161","1","1","0","1/116.5","1/233.0","1/233.0","1/0.0"
2026-06-13,"スマスロ北斗の拳","447","1,840","-2,368","3","2","0","1/368.0","1/613.3","1/920.0","1/0.0"
2026-06-13,"スマスロ北斗の拳","448","905","-653","4","1","0","1/181.0","1/226.2","1/905.0","1/0.0"
2026-06-13,"スマスロ北斗の拳","449","5,461","-2,768","37","17","0","1/101.1","1/147.6","1/321.2","1/0.0"
2026-06-13,"マイジャグラーV","393","3,260","-1,635","6","6","0","1/271.7","1/543.3","1/543.3","1/0.0"
2026-06-13,"マイジャグラーV","394","6,352","+639","26","20","0","1/138.1","1/244.3","1/317.6","1/0.0"
2026-06-13,"マイジャグラーV","395","3,420","-639","11","5","0","1/213.8","1/310.9","1/684.0","1/0.0"
2026-06-13,"マイジャグラーV","396","1,763","-1,144","3","3","0","1/293.8","1/587.7","1/587.7","1/0.0"
2026-06-13,"マイジャグラーV","397","3,489","+246","14","9","0","1/151.7","1/249.2","1/387.7","1/0.0"
2026-06-13,"マイジャグラーV","398","3,773","+526","17","9","0","1/145.1","1/221.9","1/419.2","1/0.0"
2026-06-13,"マイジャグラーV","399","2,191","-470","6","5","0","1/199.2","1/365.2","1/438.2","1/0.0"
2026-06-13,"マイジャグラーV","400","3,599","+217","16","6","0","1/163.6","1/224.9","1/599.8","1/0.0"
2026-06-13,"マイジャグラーV","401","1,467","-667","4","1","0","1/293.4","1/366.8","1/1467.0","1/0.0"
2026-06-13,"マイジャグラーV","402","3,852","+372","19","4","0","1/167.5","1/202.7","1/963.0","1/0.0"
2026-06-13,"マイジャグラーV","403","2,496","-512","7","6","0","1/192.0","1/356.6","1/416.0","1/0.0"
2026-06-13,"マイジャグラーV","404","7,249","-56","26","22","0","1/151.0","1/278.8","1/329.5","1/0.0"
2026-06-13,"甲鉄城のカバネリ 海門(うなと)決戦","405","5,485","-975","60","24","0","1/65.3","1/91.4","1/228.5","1/0.0"
2026-06-13,"甲鉄城のカバネリ 海門(うなと)決戦","406","3,151","+1,885","41","13","0","1/58.4","1/76.9","1/242.4","1/0.0"
2026-06-13,"甲鉄城のカバネリ 海門(うなと)決戦","407","2,380","+6,034","60","14","0","1/32.2","1/39.7","1/170.0","1/0.0"
2026-06-13,"甲鉄城のカバネリ 海門(うなと)決戦","408","3,202","+1,737","46","14","0","1/53.4","1/69.6","1/228.7","1/0.0"
2026-06-13,"甲鉄城のカバネリ 海門(うなと)決戦","409","3,876","-852","37","15","0","1/74.5","1/104.8","1/258.4","1/0.0"
2026-06-13,"甲鉄城のカバネリ 海門(うなと)決戦","410","2,475","-1,926","14","7","0","1/117.9","1/176.8","1/353.6","1/0.0"
