日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-27,"ネオアイムジャグラーEX","572","4,697","-28","16","12","0","1/167.8","1/293.6","1/391.4","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","573","331","-316","0","0","0","1/0.0","1/0.0","1/0.0","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","574","3,648","+1,888","22","7","0","1/125.8","1/165.8","1/521.1","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","575","482","-302","1","0","0","1/482.0","1/482.0","1/0.0","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","576","3,397","+498","15","8","0","1/147.7","1/226.5","1/424.6","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","577","1,196","-751","2","3","0","1/239.2","1/598.0","1/398.7","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","582","4,452","-246","18","8","0","1/171.2","1/247.3","1/556.5","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","583","918","-204","3","3","0","1/153.0","1/306.0","1/306.0","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","584","3,509","+35","13","6","0","1/184.7","1/269.9","1/584.8","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","585","4,051","-554","12","12","0","1/168.8","1/337.6","1/337.6","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","586","1,327","-751","3","0","0","1/442.3","1/442.3","1/0.0","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","587","2,140","-625","6","3","0","1/237.8","1/356.7","1/713.3","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","588","902","-428","2","1","0","1/300.7","1/451.0","1/902.0","1/0.0"
2026-06-27,"ネオアイムジャグラーEX","589","4,786","-793","14","15","0","1/165.0","1/341.9","1/319.1","1/0.0"
2026-06-27,"北斗の拳 転生の章2","437","5,988","+1,064","75","17","0","1/65.1","1/79.8","1/352.2","1/0.0"
2026-06-27,"北斗の拳 転生の章2","438","2,891","-2,536","15","5","0","1/144.6","1/192.7","1/578.2","1/0.0"
2026-06-27,"北斗の拳 転生の章2","439","1,236","+2,474","30","8","0","1/32.5","1/41.2","1/154.5","1/0.0"
2026-06-27,"北斗の拳 転生の章2","440","836","+302","11","3","0","1/59.7","1/76.0","1/278.7","1/0.0"
2026-06-27,"北斗の拳 転生の章2","441","7,442","-2,515","64","19","0","1/89.7","1/116.3","1/391.7","1/0.0"
2026-06-27,"北斗の拳 転生の章2","442","1,321","+568","19","4","0","1/57.4","1/69.5","1/330.2","1/0.0"
2026-06-27,"北斗の拳 転生の章2","443","1,413","+1,295","31","4","0","1/40.4","1/45.6","1/353.2","1/0.0"
2026-06-27,"北斗の拳 転生の章2","444","2,841","+2,179","57","12","0","1/41.2","1/49.8","1/236.8","1/0.0"
2026-06-27,"北斗の拳 転生の章2","445","2,324","-849","21","7","0","1/83.0","1/110.7","1/332.0","1/0.0"
2026-06-27,"北斗の拳 転生の章2","446","580","-442","3","1","0","1/145.0","1/193.3","1/580.0","1/0.0"
2026-06-27,"北斗の拳 転生の章2","447","1,402","-709","11","4","0","1/93.5","1/127.5","1/350.5","1/0.0"
2026-06-27,"北斗の拳 転生の章2","448","3,478","-260","39","10","0","1/71.0","1/89.2","1/347.8","1/0.0"
2026-06-27,"北斗の拳 転生の章2","449","2,672","-1,495","30","3","0","1/81.0","1/89.1","1/890.7","1/0.0"
2026-06-27,"マイジャグラーV","393","2,215","-568","8","3","0","1/201.4","1/276.9","1/738.3","1/0.0"
2026-06-27,"マイジャグラーV","394","4,482","-288","17","10","0","1/166.0","1/263.6","1/448.2","1/0.0"
2026-06-27,"マイジャグラーV","395","4,558","+1,158","22","12","0","1/134.1","1/207.2","1/379.8","1/0.0"
2026-06-27,"マイジャグラーV","396","1,562","+737","10","4","0","1/111.6","1/156.2","1/390.5","1/0.0"
2026-06-27,"マイジャグラーV","397","3,992","-372","12","11","0","1/173.6","1/332.7","1/362.9","1/0.0"
2026-06-27,"マイジャグラーV","398","3,344","-105","12","8","0","1/167.2","1/278.7","1/418.0","1/0.0"
2026-06-27,"マイジャグラーV","399","1,816","-751","4","3","0","1/259.4","1/454.0","1/605.3","1/0.0"
2026-06-27,"マイジャグラーV","400","6,186","+975","26","15","0","1/150.9","1/237.9","1/412.4","1/0.0"
2026-06-27,"マイジャグラーV","401","1,257","-1,326","1","0","0","1/1257.0","1/1257.0","1/0.0","1/0.0"
2026-06-27,"マイジャグラーV","402","3,400","-639","9","8","0","1/200.0","1/377.8","1/425.0","1/0.0"
2026-06-27,"マイジャグラーV","403","1,420","-639","4","3","0","1/202.9","1/355.0","1/473.3","1/0.0"
2026-06-27,"マイジャグラーV","404","4,426","-1,172","11","13","0","1/184.4","1/402.4","1/340.5","1/0.0"
