日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-21,"ネオアイムジャグラーEX","572","4,166","-119","13","15","0","1/148.8","1/320.5","1/277.7","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","573","1,049","-70","4","2","0","1/174.8","1/262.2","1/524.5","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","574","2,237","-42","9","3","0","1/186.4","1/248.6","1/745.7","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","575","980","-330","3","1","0","1/245.0","1/326.7","1/980.0","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","576","479","-232","1","0","0","1/479.0","1/479.0","1/0.0","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","577","6,088","+1,916","28","21","0","1/124.2","1/217.4","1/289.9","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","582","5,462","+596","19","24","0","1/127.0","1/287.5","1/227.6","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","583","467","-442","0","1","0","1/467.0","1/0.0","1/467.0","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","584","1,203","-554","3","2","0","1/240.6","1/401.0","1/601.5","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","585","4,460","0","14","19","0","1/135.2","1/318.6","1/234.7","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","586","1,640","-316","5","4","0","1/182.2","1/328.0","1/410.0","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","587","2,418","-933","7","5","0","1/201.5","1/345.4","1/483.6","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","588","3,230","-526","9","11","0","1/161.5","1/358.9","1/293.6","1/0.0"
2026-06-21,"ネオアイムジャグラーEX","589","5,678","-1,004","17","18","0","1/162.2","1/334.0","1/315.4","1/0.0"
2026-06-21,"スマスロ北斗の拳","437","4,691","-1,579","37","9","0","1/102.0","1/126.8","1/521.2","1/0.0"
2026-06-21,"スマスロ北斗の拳","438","595","+133","7","2","0","1/66.1","1/85.0","1/297.5","1/0.0"
2026-06-21,"スマスロ北斗の拳","439","1,107","-695","6","1","0","1/158.1","1/184.5","1/1107.0","1/0.0"
2026-06-21,"スマスロ北斗の拳","440","852","-218","8","3","0","1/77.5","1/106.5","1/284.0","1/0.0"
2026-06-21,"スマスロ北斗の拳","441","1,471","-765","10","2","0","1/122.6","1/147.1","1/735.5","1/0.0"
2026-06-21,"スマスロ北斗の拳","442","1,409","-175","15","4","0","1/74.2","1/93.9","1/352.2","1/0.0"
2026-06-21,"スマスロ北斗の拳","443","634","-863","1","1","0","1/317.0","1/634.0","1/634.0","1/0.0"
2026-06-21,"スマスロ北斗の拳","444","455","-344","1","1","0","1/227.5","1/455.0","1/455.0","1/0.0"
2026-06-21,"スマスロ北斗の拳","445","588","-540","3","2","0","1/117.6","1/196.0","1/294.0","1/0.0"
2026-06-21,"スマスロ北斗の拳","446","279","-246","1","1","0","1/139.5","1/279.0","1/279.0","1/0.0"
2026-06-21,"スマスロ北斗の拳","447","612","+274","8","2","0","1/61.2","1/76.5","1/306.0","1/0.0"
2026-06-21,"スマスロ北斗の拳","448","284","-260","1","1","0","1/142.0","1/284.0","1/284.0","1/0.0"
