日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-16,"ネオアイムジャグラーEX","572","4,418","+526","20","14","0","1/129.9","1/220.9","1/315.6","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","573","456","-232","1","0","0","1/456.0","1/456.0","1/0.0","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","574","2,296","-611","5","6","0","1/208.7","1/459.2","1/382.7","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","575","3,665","-807","10","9","0","1/192.9","1/366.5","1/407.2","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","576","4,125","-105","16","11","0","1/152.8","1/257.8","1/375.0","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","577","3,420","-919","11","5","0","1/213.8","1/310.9","1/684.0","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","582","4,264","+189","15","14","0","1/147.0","1/284.3","1/304.6","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","583","410","-330","1","0","0","1/410.0","1/410.0","1/0.0","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","584","3,946","-1,523","11","4","0","1/263.1","1/358.7","1/986.5","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","585","3,161","+484","14","10","0","1/131.7","1/225.8","1/316.1","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","586","1,529","-568","4","0","0","1/382.2","1/382.2","1/0.0","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","587","707","-540","1","1","0","1/353.5","1/707.0","1/707.0","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","588","7,275","+484","30","13","0","1/169.2","1/242.5","1/559.6","1/0.0"
2026-06-16,"ネオアイムジャグラーEX","589","1,439","-877","3","2","0","1/287.8","1/479.7","1/719.5","1/0.0"
2026-06-16,"スマスロ北斗の拳","437","2,094","-1,186","13","5","0","1/116.3","1/161.1","1/418.8","1/0.0"
2026-06-16,"スマスロ北斗の拳","438","706","-442","5","1","0","1/117.7","1/141.2","1/706.0","1/0.0"
2026-06-16,"スマスロ北斗の拳","439","539","-161","5","1","0","1/89.8","1/107.8","1/539.0","1/0.0"
2026-06-16,"スマスロ北斗の拳","440","842","-372","6","1","0","1/120.3","1/140.3","1/842.0","1/0.0"
2026-06-16,"スマスロ北斗の拳","441","932","-611","5","1","0","1/155.3","1/186.4","1/932.0","1/0.0"
2026-06-16,"スマスロ北斗の拳","442","900","-302","7","4","0","1/81.8","1/128.6","1/225.0","1/0.0"
2026-06-16,"スマスロ北斗の拳","443","494","-84","4","1","0","1/98.8","1/123.5","1/494.0","1/0.0"
2026-06-16,"スマスロ北斗の拳","444","202","-147","1","1","0","1/101.0","1/202.0","1/202.0","1/0.0"
2026-06-16,"スマスロ北斗の拳","445","1,442","-442","11","3","0","1/103.0","1/131.1","1/480.7","1/0.0"
2026-06-16,"スマスロ北斗の拳","446","847","+203","10","3","0","1/65.2","1/84.7","1/282.3","1/0.0"
2026-06-16,"スマスロ北斗の拳","447","1,445","-835","9","2","0","1/131.4","1/160.6","1/722.5","1/0.0"
2026-06-16,"スマスロ北斗の拳","448","1,400","+217","17","7","0","1/58.3","1/82.4","1/200.0","1/0.0"
2026-06-16,"スマスロ北斗の拳","449","1,781","-14","20","5","0","1/71.2","1/89.0","1/356.2","1/0.0"
2026-06-16,"マイジャグラーV","393","5,114","-1,102","13","18","0","1/165.0","1/393.4","1/284.1","1/0.0"
2026-06-16,"マイジャグラーV","394","3,234","+1,986","22","6","0","1/115.5","1/147.0","1/539.0","1/0.0"
2026-06-16,"マイジャグラーV","395","4,927","+1,256","25","10","0","1/140.8","1/197.1","1/492.7","1/0.0"
2026-06-16,"マイジャグラーV","396","2,614","-653","6","10","0","1/163.4","1/435.7","1/261.4","1/0.0"
2026-06-16,"マイジャグラーV","397","6,838","+2,769","37","18","0","1/124.3","1/184.8","1/379.9","1/0.0"
2026-06-16,"マイジャグラーV","398","2,297","+1,705","15","8","0","1/99.9","1/153.1","1/287.1","1/0.0"
2026-06-16,"マイジャグラーV","399","4,066","-246","15","9","0","1/169.4","1/271.1","1/451.8","1/0.0"
2026-06-16,"マイジャグラーV","400","3,903","-1,158","12","7","0","1/205.4","1/325.2","1/557.6","1/0.0"
2026-06-16,"マイジャグラーV","401","4,885","+260","20","13","0","1/148.0","1/244.2","1/375.8","1/0.0"
2026-06-16,"マイジャグラーV","402","6,114","+695","23","25","0","1/127.4","1/265.8","1/244.6","1/0.0"
2026-06-16,"マイジャグラーV","403","2,328","-414","6","5","0","1/211.6","1/388.0","1/465.6","1/0.0"
2026-06-16,"マイジャグラーV","404","7,271","+1,885","36","19","0","1/132.2","1/202.0","1/382.7","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","405","4,133","-1,421","37","16","0","1/78.0","1/111.7","1/258.3","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","406","3,127","+95","38","12","0","1/62.5","1/82.3","1/260.6","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","407","4,222","+1,443","54","20","0","1/57.1","1/78.2","1/211.1","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","408","4,868","-2,579","35","17","0","1/93.6","1/139.1","1/286.4","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","409","4,981","-1,610","47","19","0","1/75.5","1/106.0","1/262.2","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","410","1,312","-1,172","8","7","0","1/87.5","1/164.0","1/187.4","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","411","2,617","-119","29","10","0","1/67.1","1/90.2","1/261.7","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","412","3,991","-863","42","11","0","1/75.3","1/95.0","1/362.8","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","413","3,506","-1,842","26","17","0","1/81.5","1/134.8","1/206.2","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","414","3,532","-1,102","36","15","0","1/69.3","1/98.1","1/235.5","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","415","3,645","-4,011","11","12","0","1/158.5","1/331.4","1/303.8","1/0.0"
2026-06-16,"甲鉄城のカバネリ 海門(うなと)決戦","416","3,757","-1,968","33","16","0","1/76.7","1/113.8","1/234.8","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","550","4,625","-3,379","19","4","0","1/201.1","1/243.4","1/1156.2","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","551","1,110","-1,593","1","2","0","1/370.0","1/1110.0","1/555.0","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","552","4,474","+1,274","48","4","0","1/86.0","1/93.2","1/1118.5","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","553","2,129","-386","16","3","0","1/112.1","1/133.1","1/709.7","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","554","1,104","-442","9","0","0","1/122.7","1/122.7","1/0.0","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","555","4,242","+5,648","55","3","0","1/73.1","1/77.1","1/1414.0","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","556","1,613","+77","20","1","0","1/76.8","1/80.7","1/1613.0","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","557","1,786","+3,670","33","2","0","1/51.0","1/54.1","1/893.0","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","558","4,418","-431","45","3","0","1/92.0","1/98.2","1/1472.7","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","559","2,950","-105","25","3","0","1/105.4","1/118.0","1/983.3","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","560","5,726","+943","47","6","0","1/108.0","1/121.8","1/954.3","1/0.0"
2026-06-16,"革命機ヴァルヴレイヴ2","561","4,205","-1,312","28","4","0","1/131.4","1/150.2","1/1051.2","1/0.0"
2026-06-16,"北斗の拳 転生の章2","427","4,268","-2,894","27","10","0","1/115.4","1/158.1","1/426.8","1/0.0"
2026-06-16,"北斗の拳 転生の章2","428","2,463","-358","25","7","0","1/77.0","1/98.5","1/351.9","1/0.0"
2026-06-16,"北斗の拳 転生の章2","429","1,475","-274","15","7","0","1/67.0","1/98.3","1/210.7","1/0.0"
2026-06-16,"北斗の拳 転生の章2","430","1,604","+568","24","6","0","1/53.5","1/66.8","1/267.3","1/0.0"
2026-06-16,"北斗の拳 転生の章2","431","5,148","-302","57","11","0","1/75.7","1/90.3","1/468.0","1/0.0"
2026-06-16,"北斗の拳 転生の章2","432","2,380","-1,860","13","6","0","1/125.3","1/183.1","1/396.7","1/0.0"
2026-06-16,"北斗の拳 転生の章2","433","4,758","+4,784","89","15","0","1/45.8","1/53.5","1/317.2","1/0.0"
2026-06-16,"北斗の拳 転生の章2","434","3,351","+7,041","73","10","0","1/40.4","1/45.9","1/335.1","1/0.0"
2026-06-16,"北斗の拳 転生の章2","435","1,522","+1,467","27","6","0","1/46.1","1/56.4","1/253.7","1/0.0"
2026-06-16,"北斗の拳 転生の章2","436","4,994","-625","49","16","0","1/76.8","1/101.9","1/312.1","1/0.0"
2026-06-16,"モンキーターンV","467","246","-119","0","1","1","1/123.0","1/0.0","1/246.0","1/246.0"
2026-06-16,"モンキーターンV","468","3,006","-891","0","5","13","1/167.0","1/0.0","1/601.2","1/231.2"
2026-06-16,"モンキーターンV","469","1,722","+316","0","2","11","1/132.5","1/0.0","1/861.0","1/156.5"
2026-06-16,"モンキーターンV","470","4,309","+639","0","8","27","1/123.1","1/0.0","1/538.6","1/159.6"
2026-06-16,"モンキーターンV","471","1,387","+400","0","4","9","1/106.7","1/0.0","1/346.8","1/154.1"
2026-06-16,"モンキーターンV","472","3,270","+905","0","6","22","1/116.8","1/0.0","1/545.0","1/148.6"
2026-06-16,"モンキーターンV","473","4,211","+2,095","0","10","30","1/105.3","1/0.0","1/421.1","1/140.4"
2026-06-16,"モンキーターンV","474","778","-358","0","2","3","1/155.6","1/0.0","1/389.0","1/259.3"
2026-06-16,"モンキーターンV","475","1,599","+695","0","5","14","1/84.2","1/0.0","1/319.8","1/114.2"
2026-06-16,"東京喰種","454","5,201","-1,842","0","16","23","1/133.4","1/0.0","1/325.1","1/226.1"
2026-06-16,"東京喰種","455","4,122","+200","0","12","17","1/142.1","1/0.0","1/343.5","1/242.5"
