日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-14,"ネオアイムジャグラーEX","572","3,249","-98","12","8","0","1/162.4","1/270.8","1/406.1","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","573","226","-358","0","0","0","1/0.0","1/0.0","1/0.0","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","574","6,824","+610","26","23","0","1/139.3","1/262.5","1/296.7","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","575","1,137","-877","1","2","0","1/379.0","1/1137.0","1/568.5","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","576","1,292","-246","4","3","0","1/184.6","1/323.0","1/430.7","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","577","3,938","-625","13","10","0","1/171.2","1/302.9","1/393.8","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","582","3,982","-372","13","9","0","1/181.0","1/306.3","1/442.4","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","583","1,320","-1,214","0","3","0","1/440.0","1/0.0","1/440.0","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","584","1,997","-835","4","5","0","1/221.9","1/499.2","1/399.4","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","585","3,864","-639","15","6","0","1/184.0","1/257.6","1/644.0","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","586","2,555","-372","8","8","0","1/159.7","1/319.4","1/319.4","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","587","4,185","+470","18","8","0","1/161.0","1/232.5","1/523.1","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","588","3,386","+596","17","7","0","1/141.1","1/199.2","1/483.7","1/0.0"
2026-06-14,"ネオアイムジャグラーEX","589","5,671","+161","22","20","0","1/135.0","1/257.8","1/283.6","1/0.0"
2026-06-14,"スマスロ北斗の拳","437","1,186","-723","9","3","0","1/98.8","1/131.8","1/395.3","1/0.0"
2026-06-14,"スマスロ北斗の拳","438","1,157","-218","12","3","0","1/77.1","1/96.4","1/385.7","1/0.0"
2026-06-14,"スマスロ北斗の拳","439","1,186","-807","6","2","0","1/148.2","1/197.7","1/593.0","1/0.0"
2026-06-14,"スマスロ北斗の拳","440","1,714","-1,298","8","3","0","1/155.8","1/214.2","1/571.3","1/0.0"
2026-06-14,"スマスロ北斗の拳","441","650","+1,705","22","2","0","1/27.1","1/29.5","1/325.0","1/0.0"
2026-06-14,"スマスロ北斗の拳","442","1,213","-1,032","5","2","0","1/173.3","1/242.6","1/606.5","1/0.0"
2026-06-14,"スマスロ北斗の拳","443","427","-442","1","1","0","1/213.5","1/427.0","1/427.0","1/0.0"
2026-06-14,"スマスロ北斗の拳","444","2,954","+540","38","10","0","1/61.5","1/77.7","1/295.4","1/0.0"
2026-06-14,"スマスロ北斗の拳","445","248","+610","7","2","0","1/27.6","1/35.4","1/124.0","1/0.0"
2026-06-14,"スマスロ北斗の拳","446","252","-161","1","1","0","1/126.0","1/252.0","1/252.0","1/0.0"
2026-06-14,"スマスロ北斗の拳","447","1,520","+484","23","4","0","1/56.3","1/66.1","1/380.0","1/0.0"
2026-06-14,"スマスロ北斗の拳","448","2,154","+596","27","8","0","1/61.5","1/79.8","1/269.2","1/0.0"
2026-06-14,"スマスロ北斗の拳","449","2,709","+11,387","112","5","0","1/23.2","1/24.2","1/541.8","1/0.0"
